"tipnames","isolate_id","virus_subtype","isolate_name","collection_date","collection_datemonth","collection_dateyear","host_class","host_order","host_family","host_sciname","host_commonname","host_isbird","host_isdomestic","host_simplifiedhost","collection_regionname","collection_countryname","collection_countrycode","collection_countrylat","collection_countrylong","collection_subdiv1name","collection_subdiv1code","collection_subdiv1lat","collection_subdiv1long","collection_original","profile_lab","cluster_profile","cluster_label","clade","collection_tipdate","cluster_class"
"H5N1|2344b|EPI_ISL_10724259|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-02-01","EPI_ISL_10724259","H5N1","a/seagull/netherlands/22002274-002/2022","44593","2022-02",2022,"aves","charadriiformes","laridae","larinae sp.","gull sp.",TRUE,"wild","charadriiformes-wild","western europe","netherlands","nld",52.2573048104135,5.56251311224367,"gelderland","nl.ge","52.061718042249403","5.9446683378401897","Europe / Netherlands / Provincie Gelderland / NA / NA","H5N1/2021/R2_Europe","1_1_2_1_1_1_1_1","H5N1/2021/R1_Europe","2344b","44593","dominant"
"H5N1|2344b|EPI_ISL_10880515|charadriiformes|sweden|NA|2021-12-21","EPI_ISL_10880515","H5N1","A/European_Herring_Gull/_Sweden/SVA211221SZ0503/FB004873/M-2021/NA","44551","2021-12",2021,"aves","charadriiformes","laridae","larus argentatus","herring gull",TRUE,"wild","charadriiformes-wild","northern europe","sweden","swe",62.374013544985,16.2835241791686,"NA","NA","NA","NA","NA","NA","NA","NA","2344b","44551","NA"
"H5N8|2344b|EPI_ISL_1093426|charadriiformes|sweden|3_2_3_1_3_2_1_2|2021-02-07","EPI_ISL_1093426","H5N8","a/black-headed_gull/sweden/sva210216sz0398/kn000437/2021","44234","2021-02",2021,"aves","charadriiformes","laridae","chroicocephalus ridibundus","black-headed gull",TRUE,"wild","charadriiformes-wild","northern europe","sweden","swe",62.374013544985,16.2835241791686,"skv•ne","se.sn","55.947402431726502","13.595146733816","Europe / Sweden / Skane Lan / Malmo Kommun / NA","H5N8/2020/R2_Asia","3_2_3_1_3_2_1_2","H5N8/2019/R7_Africa","2344b","44234","dominant"
"H5N1|2344b|EPI_ISL_11007534|charadriiformes|slovenia|2_1_1_1_1_1_1_1|2021-12-30","EPI_ISL_11007534","H5N1","a/seagull/slovenia/22vir777-7/2021","44560","2021-12",2021,"aves","charadriiformes","laridae","larinae sp.","gull sp.",TRUE,"wild","charadriiformes-wild","southern europe","slovenia","svn",46.124137393352,14.813678667363,"NA","NA","NA","NA","Europe / Slovenia / NA / NA / NA","H5N1/2020/R2_Europe","2_1_1_1_1_1_1_1","H5N1/2020/R1_Europe","2344b","44560","dominant"
"H5N1|2344b|EPI_ISL_11112354|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-02-01","EPI_ISL_11112354","H5N1","a/common_gull/netherlands/1/2022","44593","2022-02",2022,"aves","charadriiformes","laridae","larus canus","common gull",TRUE,"wild","charadriiformes-wild","western europe","netherlands","nld",52.2573048104135,5.56251311224367,"noord-holland","nl.nh","52.581154466907797","4.8727277781331502","Europe / Netherlands / Hippolytushoef, Waddenzeekust / NA / NA","H5N1/2021/R2_Europe","1_1_2_1_1_1_1_1","H5N1/2021/R1_Europe","2344b","44593","dominant"
"H5N1|2344b|EPI_ISL_11112358|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-02-26","EPI_ISL_11112358","H5N1","a/european_herring_gull/netherlands/2/2022","44618","2022-02",2022,"aves","charadriiformes","laridae","larus argentatus","herring gull",TRUE,"wild","charadriiformes-wild","western europe","netherlands","nld",52.2573048104135,5.56251311224367,"noord-holland","nl.nh","52.581154466907797","4.8727277781331502","Europe / Netherlands / Den Oever, Voorhaven / NA / NA","H5N1/2021/R2_Europe","1_1_2_1_1_1_1_1","H5N1/2021/R1_Europe","2344b","44618","dominant"
"H5N1|2344b|EPI_ISL_11112360|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-02-23","EPI_ISL_11112360","H5N1","a/great_black-backed_gull/netherlands/2/2022","44615","2022-02",2022,"aves","charadriiformes","laridae","larus marinus","great black-backed gull",TRUE,"wild","charadriiformes-wild","western europe","netherlands","nld",52.2573048104135,5.56251311224367,"noord-holland","nl.nh","52.581154466907797","4.8727277781331502","Europe / Netherlands / IJsselmeer, Enkhuizen, De Kreupel / NA / NA","H5N1/2021/R2_Europe","1_1_2_1_1_1_1_1","H5N1/2021/R1_Europe","2344b","44615","dominant"
"H5N1|2344b|EPI_ISL_11112484|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-02-23","EPI_ISL_11112484","H5N1","a/caspian_gull/netherlands/2/2022","44615","2022-02",2022,"aves","charadriiformes","laridae","larus cachinnans","caspian gull",TRUE,"wild","charadriiformes-wild","western europe","netherlands","nld",52.2573048104135,5.56251311224367,"noord-holland","nl.nh","52.581154466907797","4.8727277781331502","Europe / Netherlands / IJsselmeer, Enkhuizen, De Kreupel / NA / NA","H5N1/2021/R2_Europe","1_1_2_1_1_1_1_1","H5N1/2021/R1_Europe","2344b","44615","dominant"
"H5N1|2344b|EPI_ISL_11259261|charadriiformes|ireland|2_1_1_1_1_1_1_1|2021-11-17","EPI_ISL_11259261","H5N1","a/herring_gull/ireland/0322vir1325-10/2021","44517","2021-11",2021,"aves","charadriiformes","laridae","larus argentatus","herring gull",TRUE,"wild","charadriiformes-wild","northern europe","ireland","irl",53.1625189533631,-8.16313556364258,"NA","NA","NA","NA","Europe / Ireland / NA / NA / NA","H5N1/2020/R2_Europe","2_1_1_1_1_1_1_1","H5N1/2020/R1_Europe","2344b","44517","dominant"
"H5N8|2344b|EPI_ISL_1139018|suliformes|netherlands|3_2_3_1_3_2_1_2|2020-10-28","EPI_ISL_1139018","H5N8","a/cormorant/netherlands/20016582-005/2020","44132","2020-10",2020,"aves","suliformes","phalacrocoracidae","phalacrocoracidae sp.","cormorant sp.",TRUE,"wild","other","western europe","netherlands","nld",52.2573048104135,5.56251311224367,"noord-holland","nl.nh","52.581154466907797","4.8727277781331502","Europe / Netherlands / Provincie Noord-Holland / Edam-Volendam / NA","H5N8/2020/R2_Asia","3_2_3_1_3_2_1_2","H5N8/2019/R7_Africa","2344b","44132","dominant"
"H5N1|2344b|EPI_ISL_11406403|charadriiformes|united_kingdom|2_1_1_1_1_1_1_1|2022-01-31","EPI_ISL_11406403","H5N1","a/black-headed_gull/england/306270/2022","44592","2022-01",2022,"aves","charadriiformes","laridae","chroicocephalus ridibundus","black-headed gull",TRUE,"wild","charadriiformes-wild","northern europe","united kingdom","gbr",54.0438440515314,-2.78687513666638,"NA","NA","NA","NA","Europe / United Kingdom / England / NA / NA","H5N1/2020/R2_Europe","2_1_1_1_1_1_1_1","H5N1/2020/R1_Europe","2344b","44592","dominant"
